,DEPARTAMENTO,ID DEPATAMENTO,MUNICIPIO
0,AMAZONAS,91,LETICIA
1,AMAZONAS,91,PUERTO NARIÑO
2,AMAZONAS,91,TARAPACÁ (ANM)
3,ANTIOQUIA,5,VIGÍA DEL FUERTE
4,ANTIOQUIA,5,VIGÍA DEL FUERTE
5,ANTIOQUIA,5,VIGÍA DEL FUERTE
6,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,PROVIDENCIA
7,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,SAN ANDRÉS
8,BOLÍVAR,13,CARTAGENA DE INDIAS
9,BOLÍVAR,13,CARTAGENA DE INDIAS
10,BOLÍVAR,13,CARTAGENA DE INDIAS
11,CAQUETÁ,18,CARTAGENA DEL CHAIRÁ
12,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
13,CASANARE,85,TRINIDAD
14,CAUCA,19,LÓPEZ DE MICAY
15,CAUCA,19,LÓPEZ DE MICAY
16,CAUCA,19,LÓPEZ DE MICAY
17,CAUCA,19,LÓPEZ DE MICAY
18,CAUCA,19,LÓPEZ DE MICAY
19,CAUCA,19,TIMBIQUÍ
20,CAUCA,19,TIMBIQUÍ
21,CAUCA,19,TIMBIQUÍ
22,CAUCA,19,TIMBIQUÍ
23,CAUCA,19,TIMBIQUÍ
24,CAUCA,19,TIMBIQUÍ
25,CAUCA,19,TIMBIQUÍ
26,CAUCA,19,TIMBIQUÍ
27,CHOCÓ,27,ACANDÍ
28,CHOCÓ,27,ACANDÍ
29,CHOCÓ,27,ALTO BAUDÓ (PIE DE PATO)
30,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
31,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
32,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
33,CHOCÓ,27,BAJO BAUDÓ (PIZARRO)
34,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
35,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
36,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
37,CHOCÓ,27,EL LITORAL DEL SAN JUAN
38,CHOCÓ,27,MEDIO ATRATO (BETÉ)
39,CHOCÓ,27,NUQUÍ
40,CHOCÓ,27,NUQUÍ
41,CHOCÓ,27,NUQUÍ
42,CHOCÓ,27,QUIBDÓ
43,CHOCÓ,27,SIPÍ
44,CHOCÓ,27,UNGUÍA
45,CHOCÓ,27,UNGUÍA
46,CHOCÓ,27,UNGUÍA
47,GUAINÍA,94,BARRANCOMINAS
48,GUAINÍA,94,INÍRIDA
49,GUAVIARE,95,MIRAFLORES
50,LA GUAJIRA,44,URIBIA
51,MAGDALENA,47,CIÉNAGA
52,META,50,MAPIRIPÁN
53,NARIÑO,52,EL CHARCO
54,NARIÑO,52,EL CHARCO
55,NARIÑO,52,EL CHARCO
56,NARIÑO,52,LA TOLA
57,NARIÑO,52,LA TOLA
58,NARIÑO,52,LA TOLA
59,NARIÑO,52,LA TOLA
60,NARIÑO,52,OLAYA HERRERA
61,NARIÑO,52,OLAYA HERRERA
62,NARIÑO,52,SAN ANDRÉS DE TUMACO
63,NARIÑO,52,SAN ANDRÉS DE TUMACO
64,NARIÑO,52,SAN ANDRÉS DE TUMACO
65,NARIÑO,52,SAN ANDRÉS DE TUMACO
66,NARIÑO,52,SAN ANDRÉS DE TUMACO
67,NARIÑO,52,SAN ANDRÉS DE TUMACO
68,NARIÑO,52,SAN ANDRÉS DE TUMACO
69,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
70,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
71,PUTUMAYO,86,PUERTO LEGUÍZAMO
72,PUTUMAYO,86,PUERTO LEGUÍZAMO
73,VALLE DEL CAUCA,76,BUENAVENTURA
74,VALLE DEL CAUCA,76,BUENAVENTURA
75,VAUPÉS,97,CARURÚ
76,VAUPÉS,97,MITÚ
77,VAUPÉS,97,TARAIRA
78,VICHADA,99,CUMARIBO
79,VICHADA,99,LA PRIMAVERA
80,VICHADA,99,PUERTO CARREÑO
81,VICHADA,99,PUERTO CARREÑO
82,VICHADA,99,SANTA ROSALÍA
83,AMAZONAS,91,LETICIA
84,AMAZONAS,91,PUERTO NARIÑO
85,AMAZONAS,91,TARAPACÁ (ANM)
86,ANTIOQUIA,5,VIGÍA DEL FUERTE
87,ANTIOQUIA,5,VIGÍA DEL FUERTE
88,ANTIOQUIA,5,VIGÍA DEL FUERTE
89,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,PROVIDENCIA
90,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,SAN ANDRÉS
91,BOLÍVAR,13,CARTAGENA DE INDIAS
92,BOLÍVAR,13,CARTAGENA DE INDIAS
93,BOLÍVAR,13,CARTAGENA DE INDIAS
94,CAQUETÁ,18,CARTAGENA DEL CHAIRÁ
95,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
96,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
97,CASANARE,85,TRINIDAD
98,CAUCA,19,LÓPEZ DE MICAY
99,CAUCA,19,LÓPEZ DE MICAY
100,CAUCA,19,LÓPEZ DE MICAY
101,CAUCA,19,LÓPEZ DE MICAY
102,CAUCA,19,LÓPEZ DE MICAY
103,CAUCA,19,TIMBIQUÍ
104,CAUCA,19,TIMBIQUÍ
105,CAUCA,19,TIMBIQUÍ
106,CAUCA,19,TIMBIQUÍ
107,CAUCA,19,TIMBIQUÍ
108,CAUCA,19,TIMBIQUÍ
109,CAUCA,19,TIMBIQUÍ
110,CAUCA,19,TIMBIQUÍ
111,CHOCÓ,27,ACANDÍ
112,CHOCÓ,27,ACANDÍ
113,CHOCÓ,27,ALTO BAUDÓ (PIE DE PATO)
114,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
115,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
116,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
117,CHOCÓ,27,BAJO BAUDÓ (PIZARRO)
118,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
119,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
120,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
121,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
122,CHOCÓ,27,EL LITORAL DEL SAN JUAN
123,CHOCÓ,27,MEDIO ATRATO (BETÉ)
124,AMAZONAS,91,LETICIA
125,CHOCÓ,27,NUQUÍ
126,CHOCÓ,27,NUQUÍ
127,CHOCÓ,27,SIPÍ
128,CHOCÓ,27,UNGUÍA
129,CHOCÓ,27,QUIBDÓ
130,CHOCÓ,27,UNGUÍA
131,CHOCÓ,27,UNGUÍA
132,GUAINÍA,94,BARRANCOMINAS
133,GUAINÍA,94,INÍRIDA
134,GUAVIARE,95,MIRAFLORES
135,LA GUAJIRA,44,URIBIA
136,MAGDALENA,47,CIÉNAGA
137,META,50,MAPIRIPÁN
138,NARIÑO,52,EL CHARCO
139,NARIÑO,52,EL CHARCO
140,NARIÑO,52,EL CHARCO
141,NARIÑO,52,LA TOLA
142,NARIÑO,52,LA TOLA
143,NARIÑO,52,LA TOLA
144,NARIÑO,52,LA TOLA
145,NARIÑO,52,OLAYA HERRERA
146,NARIÑO,52,OLAYA HERRERA
147,NARIÑO,52,SAN ANDRÉS DE TUMACO
148,NARIÑO,52,SAN ANDRÉS DE TUMACO
149,NARIÑO,52,SAN ANDRÉS DE TUMACO
150,NARIÑO,52,SAN ANDRÉS DE TUMACO
151,NARIÑO,52,SAN ANDRÉS DE TUMACO
152,NARIÑO,52,SAN ANDRÉS DE TUMACO
153,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
154,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
155,PUTUMAYO,86,PUERTO LEGUÍZAMO
156,PUTUMAYO,86,PUERTO LEGUÍZAMO
157,VALLE DEL CAUCA,76,BUENAVENTURA
158,VALLE DEL CAUCA,76,BUENAVENTURA
159,VAUPÉS,97,CARURÚ
160,VAUPÉS,97,MITÚ
161,VAUPÉS,97,TARAIRA
162,VICHADA,99,CUMARIBO
163,VICHADA,99,LA PRIMAVERA
164,VICHADA,99,PUERTO CARREÑO
165,VICHADA,99,PUERTO CARREÑO
166,VICHADA,99,SANTA ROSALÍA
167,AMAZONAS,91,LETICIA
168,AMAZONAS,91,PUERTO NARIÑO
169,AMAZONAS,91,TARAPACÁ (ANM)
170,ANTIOQUIA,5,VIGÍA DEL FUERTE
171,ANTIOQUIA,5,VIGÍA DEL FUERTE
172,ANTIOQUIA,5,VIGÍA DEL FUERTE
173,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,PROVIDENCIA
174,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,SAN ANDRÉS
175,BOLÍVAR,13,CARTAGENA DE INDIAS
176,BOLÍVAR,13,CARTAGENA DE INDIAS
177,BOLÍVAR,13,CARTAGENA DE INDIAS
178,CAQUETÁ,18,CARTAGENA DEL CHAIRÁ
179,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
180,CASANARE,85,TRINIDAD
181,CAUCA,19,LÓPEZ DE MICAY
182,CAUCA,19,LÓPEZ DE MICAY
183,CAUCA,19,TIMBIQUÍ
184,CAUCA,19,TIMBIQUÍ
185,CAUCA,19,TIMBIQUÍ
186,CAUCA,19,TIMBIQUÍ
187,CAUCA,19,TIMBIQUÍ
188,CHOCÓ,27,ACANDÍ
189,CHOCÓ,27,ACANDÍ
190,CHOCÓ,27,ALTO BAUDÓ (PIE DE PATO)
191,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
192,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
193,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
194,CHOCÓ,27,BAJO BAUDÓ (PIZARRO)
195,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
196,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
197,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
198,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
199,CHOCÓ,27,EL LITORAL DEL SAN JUAN
200,CHOCÓ,27,MEDIO ATRATO (BETÉ)
201,CHOCÓ,27,NUQUÍ
202,CHOCÓ,27,NUQUÍ
203,CHOCÓ,27,QUIBDÓ
204,CHOCÓ,27,SIPÍ
205,CHOCÓ,27,UNGUÍA
206,CHOCÓ,27,UNGUÍA
207,CHOCÓ,27,UNGUÍA
208,GUAINÍA,94,BARRANCOMINAS
209,GUAINÍA,94,INÍRIDA
210,GUAVIARE,95,MIRAFLORES
211,LA GUAJIRA,44,URIBIA
212,MAGDALENA,47,CIÉNAGA
213,META,50,MAPIRIPÁN
214,NARIÑO,52,EL CHARCO
215,NARIÑO,52,EL CHARCO
216,NARIÑO,52,EL CHARCO
217,NARIÑO,52,LA TOLA
218,NARIÑO,52,LA TOLA
219,NARIÑO,52,LA TOLA
220,NARIÑO,52,LA TOLA
221,NARIÑO,52,OLAYA HERRERA
222,NARIÑO,52,OLAYA HERRERA
223,NARIÑO,52,SAN ANDRÉS DE TUMACO
224,NARIÑO,52,SAN ANDRÉS DE TUMACO
225,NARIÑO,52,SAN ANDRÉS DE TUMACO
226,NARIÑO,52,SAN ANDRÉS DE TUMACO
227,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
228,PUTUMAYO,86,PUERTO LEGUÍZAMO
229,PUTUMAYO,86,PUERTO LEGUÍZAMO
230,VALLE DEL CAUCA,76,BUENAVENTURA
231,VALLE DEL CAUCA,76,BUENAVENTURA
232,VAUPÉS,97,CARURÚ
233,VAUPÉS,97,MITÚ
234,VAUPÉS,97,TARAIRA
235,VICHADA,99,CUMARIBO
236,VICHADA,99,LA PRIMAVERA
237,VICHADA,99,PUERTO CARREÑO
238,VICHADA,99,PUERTO CARREÑO
239,VICHADA,99,SANTA ROSALÍA
240,AMAZONAS,91,LETICIA
241,AMAZONAS,91,PUERTO NARIÑO
242,AMAZONAS,91,TARAPACÁ (ANM)
243,ANTIOQUIA,5,VIGÍA DEL FUERTE
244,ANTIOQUIA,5,VIGÍA DEL FUERTE
245,ANTIOQUIA,5,VIGÍA DEL FUERTE
246,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,PROVIDENCIA
247,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,SAN ANDRÉS
248,BOLÍVAR,13,CARTAGENA DE INDIAS
249,BOLÍVAR,13,CARTAGENA DE INDIAS
250,BOLÍVAR,13,CARTAGENA DE INDIAS
251,CAQUETÁ,18,CARTAGENA DEL CHAIRÁ
252,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
253,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
254,CASANARE,85,TRINIDAD
255,CAUCA,19,LÓPEZ DE MICAY
256,CAUCA,19,LÓPEZ DE MICAY
257,CAUCA,19,TIMBIQUÍ
258,CAUCA,19,TIMBIQUÍ
259,CAUCA,19,TIMBIQUÍ
260,CAUCA,19,TIMBIQUÍ
261,CAUCA,19,TIMBIQUÍ
262,CAUCA,19,TIMBIQUÍ
263,CHOCÓ,27,ACANDÍ
264,CHOCÓ,27,ACANDÍ
265,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
266,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
267,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
268,CHOCÓ,27,BAJO BAUDÓ (PIZARRO)
269,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
270,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
271,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
272,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
273,CHOCÓ,27,EL LITORAL DEL SAN JUAN
274,CHOCÓ,27,MEDIO ATRATO (BETÉ)
275,CHOCÓ,27,NUQUÍ
276,CHOCÓ,27,NUQUÍ
277,CHOCÓ,27,NUQUÍ
278,CHOCÓ,27,QUIBDÓ
279,CHOCÓ,27,SIPÍ
280,CHOCÓ,27,UNGUÍA
281,CHOCÓ,27,UNGUÍA
282,CHOCÓ,27,UNGUÍA
283,GUAINÍA,94,BARRANCOMINAS
284,GUAINÍA,94,INÍRIDA
285,GUAVIARE,95,MIRAFLORES
286,LA GUAJIRA,44,URIBIA
287,MAGDALENA,47,CIÉNAGA
288,META,50,MAPIRIPÁN
289,NARIÑO,52,EL CHARCO
290,NARIÑO,52,EL CHARCO
291,NARIÑO,52,EL CHARCO
292,NARIÑO,52,LA TOLA
293,NARIÑO,52,LA TOLA
294,NARIÑO,52,LA TOLA
295,NARIÑO,52,LA TOLA
296,NARIÑO,52,OLAYA HERRERA
297,NARIÑO,52,OLAYA HERRERA
298,NARIÑO,52,SAN ANDRÉS DE TUMACO
299,NARIÑO,52,SAN ANDRÉS DE TUMACO
300,NARIÑO,52,SAN ANDRÉS DE TUMACO
301,NARIÑO,52,SAN ANDRÉS DE TUMACO
302,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
303,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
304,PUTUMAYO,86,PUERTO LEGUÍZAMO
305,PUTUMAYO,86,PUERTO LEGUÍZAMO
306,VALLE DEL CAUCA,76,BUENAVENTURA
307,VALLE DEL CAUCA,76,BUENAVENTURA
308,VAUPÉS,97,CARURÚ
309,VAUPÉS,97,MITÚ
310,VAUPÉS,97,TARAIRA
311,VICHADA,99,CUMARIBO
312,VICHADA,99,LA PRIMAVERA
313,VICHADA,99,PUERTO CARREÑO
314,VICHADA,99,PUERTO CARREÑO
315,VICHADA,99,SANTA ROSALÍA
316,AMAZONAS,91,LETICIA
317,AMAZONAS,91,PUERTO NARIÑO
318,AMAZONAS,91,TARAPACÁ (ANM)
319,ANTIOQUIA,5,VIGÍA DEL FUERTE
320,ANTIOQUIA,5,VIGÍA DEL FUERTE
321,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,PROVIDENCIA
322,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,SAN ANDRÉS
323,BOLÍVAR,13,CARTAGENA DE INDIAS
324,BOLÍVAR,13,CARTAGENA DE INDIAS
325,CAQUETÁ,18,CARTAGENA DEL CHAIRÁ
326,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
327,CASANARE,85,TRINIDAD
328,CAUCA,19,LÓPEZ DE MICAY
329,CAUCA,19,LÓPEZ DE MICAY
330,CAUCA,19,TIMBIQUÍ
331,CAUCA,19,TIMBIQUÍ
332,CAUCA,19,TIMBIQUÍ
333,CAUCA,19,TIMBIQUÍ
334,CAUCA,19,TIMBIQUÍ
335,CAUCA,19,TIMBIQUÍ
336,CHOCÓ,27,ACANDÍ
337,CHOCÓ,27,ACANDÍ
338,CHOCÓ,27,ALTO BAUDÓ (PIE DE PATO)
339,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
340,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
341,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
342,CHOCÓ,27,BAJO BAUDÓ (PIZARRO)
343,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
344,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
345,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
346,CHOCÓ,27,EL LITORAL DEL SAN JUAN
347,CHOCÓ,27,MEDIO ATRATO (BETÉ)
348,CHOCÓ,27,MEDIO ATRATO (BETÉ)
349,CHOCÓ,27,NUQUÍ
350,CHOCÓ,27,NUQUÍ
351,CHOCÓ,27,NUQUÍ
352,CHOCÓ,27,QUIBDÓ
353,CHOCÓ,27,SIPÍ
354,CHOCÓ,27,UNGUÍA
355,CHOCÓ,27,UNGUÍA
356,CHOCÓ,27,UNGUÍA
357,GUAINÍA,94,BARRANCOMINAS
358,GUAINÍA,94,INÍRIDA
359,GUAVIARE,95,MIRAFLORES
360,LA GUAJIRA,44,URIBIA
361,MAGDALENA,47,CIÉNAGA
362,META,50,MAPIRIPÁN
363,NARIÑO,52,EL CHARCO
364,NARIÑO,52,EL CHARCO
365,NARIÑO,52,LA TOLA
366,NARIÑO,52,LA TOLA
367,NARIÑO,52,OLAYA HERRERA
368,NARIÑO,52,OLAYA HERRERA
369,NARIÑO,52,SAN ANDRÉS DE TUMACO
370,NARIÑO,52,SAN ANDRÉS DE TUMACO
371,NARIÑO,52,SAN ANDRÉS DE TUMACO
372,NARIÑO,52,SAN ANDRÉS DE TUMACO
373,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
374,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
375,PUTUMAYO,86,PUERTO LEGUÍZAMO
376,PUTUMAYO,86,PUERTO LEGUÍZAMO
377,VALLE DEL CAUCA,76,BUENAVENTURA
378,VAUPÉS,97,CARURÚ
379,VAUPÉS,97,MITÚ
380,VAUPÉS,97,TARAIRA
381,VICHADA,99,CUMARIBO
382,VICHADA,99,LA PRIMAVERA
383,VICHADA,99,PUERTO CARREÑO
384,VICHADA,99,PUERTO CARREÑO
385,AMAZONAS,91,LETICIA
386,AMAZONAS,91,PUERTO NARIÑO
387,AMAZONAS,91,TARAPACÁ (ANM)
388,ANTIOQUIA,5,VIGÍA DEL FUERTE
389,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,PROVIDENCIA
390,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,SAN ANDRÉS
391,BOLÍVAR,13,CARTAGENA DE INDIAS
392,BOLÍVAR,13,CARTAGENA DE INDIAS
393,CAQUETÁ,18,CARTAGENA DEL CHAIRÁ
394,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
395,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
396,CASANARE,85,TRINIDAD
397,CAUCA,19,LÓPEZ DE MICAY
398,CAUCA,19,LÓPEZ DE MICAY
399,CAUCA,19,TIMBIQUÍ
400,CAUCA,19,TIMBIQUÍ
401,CAUCA,19,TIMBIQUÍ
402,CAUCA,19,TIMBIQUÍ
403,CAUCA,19,TIMBIQUÍ
404,CAUCA,19,TIMBIQUÍ
405,CHOCÓ,27,ACANDÍ
406,CHOCÓ,27,ALTO BAUDÓ (PIE DE PATO)
407,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
408,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
409,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
410,CHOCÓ,27,BAJO BAUDÓ (PIZARRO)
411,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
412,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
413,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
414,CHOCÓ,27,EL LITORAL DEL SAN JUAN
415,CHOCÓ,27,MEDIO ATRATO (BETÉ)
416,CHOCÓ,27,NUQUÍ
417,CHOCÓ,27,NUQUÍ
418,CHOCÓ,27,SIPÍ
419,CHOCÓ,27,UNGUÍA
420,CHOCÓ,27,UNGUÍA
421,CHOCÓ,27,UNGUÍA
422,GUAINÍA,94,BARRANCOMINAS
423,GUAINÍA,94,INÍRIDA
424,GUAVIARE,95,MIRAFLORES
425,LA GUAJIRA,44,URIBIA
426,MAGDALENA,47,CIÉNAGA
427,META,50,MAPIRIPÁN
428,NARIÑO,52,EL CHARCO
429,NARIÑO,52,LA TOLA
430,NARIÑO,52,LA TOLA
431,NARIÑO,52,LA TOLA
432,NARIÑO,52,OLAYA HERRERA
433,NARIÑO,52,OLAYA HERRERA
434,NARIÑO,52,SAN ANDRÉS DE TUMACO
435,NARIÑO,52,SAN ANDRÉS DE TUMACO
436,NARIÑO,52,SAN ANDRÉS DE TUMACO
437,NARIÑO,52,SAN ANDRÉS DE TUMACO
438,NARIÑO,52,SAN ANDRÉS DE TUMACO
439,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
440,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
441,PUTUMAYO,86,PUERTO LEGUÍZAMO
442,PUTUMAYO,86,PUERTO LEGUÍZAMO
443,VALLE DEL CAUCA,76,BUENAVENTURA
444,VALLE DEL CAUCA,76,BUENAVENTURA
445,VAUPÉS,97,CARURÚ
446,VAUPÉS,97,MITÚ
447,VAUPÉS,97,TARAIRA
448,VICHADA,99,CUMARIBO
449,VICHADA,99,LA PRIMAVERA
450,VICHADA,99,PUERTO CARREÑO
451,VICHADA,99,PUERTO CARREÑO
452,AMAZONAS,91,LETICIA
453,AMAZONAS,91,PUERTO NARIÑO
454,AMAZONAS,91,TARAPACÁ (ANM)
455,ANTIOQUIA,5,VIGÍA DEL FUERTE
456,ANTIOQUIA,5,VIGÍA DEL FUERTE
457,ANTIOQUIA,5,VIGÍA DEL FUERTE
458,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,PROVIDENCIA
459,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,SAN ANDRÉS
460,BOLÍVAR,13,CARTAGENA DE INDIAS
461,BOLÍVAR,13,CARTAGENA DE INDIAS
462,CAQUETÁ,18,CARTAGENA DEL CHAIRÁ
463,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
464,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
465,CASANARE,85,TRINIDAD
466,CAUCA,19,LÓPEZ DE MICAY
467,CAUCA,19,LÓPEZ DE MICAY
468,CAUCA,19,TIMBIQUÍ
469,CAUCA,19,TIMBIQUÍ
470,CAUCA,19,TIMBIQUÍ
471,CAUCA,19,TIMBIQUÍ
472,CAUCA,19,TIMBIQUÍ
473,CAUCA,19,TIMBIQUÍ
474,CHOCÓ,27,ACANDÍ
475,CHOCÓ,27,ALTO BAUDÓ (PIE DE PATO)
476,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
477,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
478,CHOCÓ,27,BAHÍA SOLANO (MUTIS)
479,CHOCÓ,27,BAJO BAUDÓ (PIZARRO)
480,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
481,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
482,CHOCÓ,27,BOJAYÁ (BELLAVISTA)
483,CHOCÓ,27,EL LITORAL DEL SAN JUAN
484,CHOCÓ,27,MEDIO ATRATO (BETÉ)
485,CHOCÓ,27,NUQUÍ
486,CHOCÓ,27,SIPÍ
487,CHOCÓ,27,UNGUÍA
488,CHOCÓ,27,UNGUÍA
489,CHOCÓ,27,UNGUÍA
490,GUAINÍA,94,BARRANCOMINAS
491,GUAINÍA,94,INÍRIDA
492,LA GUAJIRA,44,URIBIA
493,MAGDALENA,47,CIÉNAGA
494,META,50,MAPIRIPÁN
495,NARIÑO,52,EL CHARCO
496,NARIÑO,52,EL CHARCO
497,NARIÑO,52,EL CHARCO
498,NARIÑO,52,EL CHARCO
499,NARIÑO,52,LA TOLA
500,NARIÑO,52,LA TOLA
501,NARIÑO,52,LA TOLA
502,NARIÑO,52,OLAYA HERRERA
503,NARIÑO,52,OLAYA HERRERA
504,NARIÑO,52,SAN ANDRÉS DE TUMACO
505,NARIÑO,52,SAN ANDRÉS DE TUMACO
506,NARIÑO,52,SAN ANDRÉS DE TUMACO
507,NARIÑO,52,SAN ANDRÉS DE TUMACO
508,NARIÑO,52,SAN ANDRÉS DE TUMACO
509,NARIÑO,52,SAN ANDRÉS DE TUMACO
510,NARIÑO,52,SAN ANDRÉS DE TUMACO
511,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
512,NARIÑO,52,SANTA BÁRBARA (ISCUANDÉ)
513,PUTUMAYO,86,PUERTO LEGUÍZAMO
514,PUTUMAYO,86,PUERTO LEGUÍZAMO
515,VALLE DEL CAUCA,76,BUENAVENTURA
516,VALLE DEL CAUCA,76,BUENAVENTURA
517,VAUPÉS,97,CARURÚ
518,VAUPÉS,97,MITÚ
519,VAUPÉS,97,TARAIRA
520,VICHADA,99,CUMARIBO
521,VICHADA,99,LA PRIMAVERA
522,VICHADA,99,PUERTO CARREÑO
523,VICHADA,99,PUERTO CARREÑO
524,VICHADA,99,SANTA ROSALÍA
525,AMAZONAS,91,LETICIA
526,AMAZONAS,91,PUERTO NARIÑO
527,AMAZONAS,91,TARAPACÁ (ANM)
528,ANTIOQUIA,5,VIGÍA DEL FUERTE
529,ANTIOQUIA,5,VIGÍA DEL FUERTE
530,ANTIOQUIA,5,VIGÍA DEL FUERTE
531,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,PROVIDENCIA
532,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88,SAN ANDRÉS
533,BOLÍVAR,13,CARTAGENA DE INDIAS
534,BOLÍVAR,13,CARTAGENA DE INDIAS
535,CAQUETÁ,18,CARTAGENA DEL CHAIRÁ
536,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
537,CAQUETÁ,18,SAN VICENTE DEL CAGUÁN
538,CASANARE,85,TRINIDAD
539,CAUCA,19,GUAPI
540,CAUCA,19,GUAPI
541,CAUCA,19,LÓPEZ DE MICAY
542,CAUCA,19,LÓPEZ DE MICAY
543,CAUCA,19,LÓPEZ DE MICAY
544,CAUCA,19,LÓPEZ DE MICAY
545,CAUCA,19,TIMBIQUÍ
546,CAUCA,19,TIMBIQUÍ
547,CAUCA,19,TIMBIQUÍ
548,CAUCA,19,TIMBIQUÍ
